"fasta","gene_position","start_position","end_position","rank","kegg_id","kegg_hit","peptidase_id","peptidase_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW002.metabat.12",1,2,604,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",68.29,11,0.709501094532071,"N/A"
"JW002.metabat.12",5,7188,8810,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",68.29,11,0.709501094532071,"N/A"
"JW002.metabat.12",36,30051,31148,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",68.29,11,0.709501094532071,"N/A"
"JW016.maxbin.004",26,24429,26036,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","GCA_002413265.1","95.0","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__UBA5177 sp002413265","76.89","0.1","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",74.27,11,0.895598039165033,"N/A"
"JW016.maxbin.009_sub",3,1287,2912,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__","GCA_013815535.1","95.0","d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JACDGC01;g__JACDGC01;s__JACDGC01 sp013815535","75.42","0.03","d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",69.54,11,0.686623564387671,"N/A"
"JW016.metabat.11_sub",9,9913,11526,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CADDYT01;s__","GCA_902810755.1","95.0","d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CADDYT01;s__CADDYT01 sp902810755","78.43","0.47","d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CADDYT01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",38.24,11,0.905604090724338,"N/A"
"JW016.metabat.27_sub",1,1,399,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__CADDZO01;s__","GCA_902812395.1","95.0","d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__CADDZO01;s__CADDZO01 sp902812395","75.92","0.12","d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__CADDZO01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",40.37,11,0.885742216173305,"N/A"
"JW016.metabat.30",6,2926,4044,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-35;g__;s__","GCA_005884125.1","95.0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-35;g__AC-35;s__AC-35 sp005884125","77.87","0.37","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-35;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",37.93,11,0.706929444727263,"N/A"
"JW016.metabat.35",3,1141,2610,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017744365.1, s__Marmoricola sp017744365, 95.0, 80.13, 0.56; GCF_003725535.1, s__Marmoricola pocheonensis, 95.0, 80.05, 0.52; GCF_000426045.1, s__Marmoricola sp000426045, 95.0, 80.02, 0.52; GCF_900104965.1, s__Marmoricola scoriae, 95.0, 79.97, 0.51; GCF_001424755.1, s__Marmoricola sp001424755, 95.0, 79.96, 0.51; GCF_000720335.1, s__Marmoricola aequoreus, 95.0, 79.91, 0.5; GCF_003725775.1, s__Marmoricola solisilvae, 95.0, 79.86, 0.45; GCF_003752505.1, s__Marmoricola aurantiacus, 95.0, 79.83, 0.5; GCF_003674065.1, s__Marmoricola mangrovicus, 95.0, 79.59, 0.49; GCF_003725695.1, s__Marmoricola ginsengisoli, 95.0, 79.44, 0.48; GCF_014644415.1, s__Marmoricola endophyticus, 95.0, 79.18, 0.44; GCF_017872665.1, s__Marmoricola sp017872665, 95.0, 79.15, 0.44",39.75,11,0.855420118690865,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW016.metabat.5_sub",33,32592,34202,"C","K04077","chaperonin GroEL",NA,NA,NA,"TCP-1/cpn60 chaperonin family [PF00118.26]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",68.59,11,0.773340402980918,"N/A"
