"fasta","gene_position","start_position","end_position","rank","kegg_id","kegg_hit","peptidase_id","peptidase_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW003.metabat.1",4,1708,3594,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JW012.maxbin.002",6,4381,6219,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__","GCA_019244185.1","95.0","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__QHVT01 sp019244185","79.75","0.56","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003223645.1, s__QHVT01 sp003223645, 95.0, 79.27, 0.46; GCA_019242175.1, s__QHVT01 sp019242175, 95.0, 77.74, 0.32; GCA_017883215.1, s__QHVT01 sp017883215, 95.0, 77.47, 0.19; GCA_016650215.1, s__QHVT01 sp016650215, 95.0, 77.37, 0.21",46.37,11,0.953227041318564,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW016.maxbin.004",9,8588,10435,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","GCA_002413265.1","95.0","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__UBA5177 sp002413265","76.89","0.1","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",74.27,11,0.895598039165033,"N/A"
"JW016.metabat.18",10,9200,11113,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","GCA_019247075.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp019247075","79.29","0.41","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.55, 0.28; GCA_019240115.1, s__Palsa-465 sp019240115, 95.0, 77.39, 0.21; GCA_019244395.1, s__Palsa-465 sp019244395, 95.0, 77.36, 0.22; GCA_017882465.1, s__Palsa-465 sp017882465, 95.0, 77.3, 0.18; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.27, 0.24; GCA_019244745.1, s__Palsa-465 sp019244745, 95.0, 77.23, 0.2; GCA_019240015.1, s__Palsa-465 sp019240015, 95.0, 77.22, 0.26; GCA_019241635.1, s__Palsa-465 sp019241635, 95.0, 77.21, 0.19; GCA_019239375.1, s__Palsa-465 sp019239375, 95.0, 77.2, 0.17; GCA_017882405.1, s__Palsa-465 sp017882405, 95.0, 77.04, 0.23; GCA_019239445.1, s__Palsa-465 sp019239445, 95.0, 77.0, 0.21; GCA_019240655.1, s__Palsa-465 sp019240655, 95.0, 76.98, 0.22; GCA_019240305.1, s__Palsa-465 sp019240305, 95.0, 76.92, 0.16; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 76.67, 0.22; GCA_017354065.1, s__Palsa-465 sp017354065, 95.0, 76.62, 0.14; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.44, 0.14; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 76.33, 0.11",66.16,11,0.968270970646317,"N/A"
"JW016.metabat.24_sub",8,8148,9992,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",77.8,11,0.75962576366265,"N/A"
"JW016.metabat.35",22,21021,22877,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017744365.1, s__Marmoricola sp017744365, 95.0, 80.13, 0.56; GCF_003725535.1, s__Marmoricola pocheonensis, 95.0, 80.05, 0.52; GCF_000426045.1, s__Marmoricola sp000426045, 95.0, 80.02, 0.52; GCF_900104965.1, s__Marmoricola scoriae, 95.0, 79.97, 0.51; GCF_001424755.1, s__Marmoricola sp001424755, 95.0, 79.96, 0.51; GCF_000720335.1, s__Marmoricola aequoreus, 95.0, 79.91, 0.5; GCF_003725775.1, s__Marmoricola solisilvae, 95.0, 79.86, 0.45; GCF_003752505.1, s__Marmoricola aurantiacus, 95.0, 79.83, 0.5; GCF_003674065.1, s__Marmoricola mangrovicus, 95.0, 79.59, 0.49; GCF_003725695.1, s__Marmoricola ginsengisoli, 95.0, 79.44, 0.48; GCF_014644415.1, s__Marmoricola endophyticus, 95.0, 79.18, 0.44; GCF_017872665.1, s__Marmoricola sp017872665, 95.0, 79.15, 0.44",39.75,11,0.855420118690865,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW016.metabat.5_sub",9,8834,10681,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",68.59,11,0.773340402980918,"N/A"
"JW017.metabat.16",6,5179,7056,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JACDGP01;s__","GCA_013821605.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JACDGP01;s__JACDGP01 sp013821605","76.12","0.04","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JACDGP01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",80.32,11,0.84718876413839,"N/A"
"JW017.metabat.19",4,2063,3976,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__;s__","GCA_002748415.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__GCA-002748415;s__GCA-002748415 sp002748415","76.67","0.12","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",36.34,11,0.713390922598975,"N/A"
"JW018.maxbin.004",1,2,1603,"C","K04043","molecular chaperone DnaK",NA,NA,NA,"Hsp70 protein [PF00012.22]; MreB/Mbl protein [PF06723.15]",NA,"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__FACHB-SPT15;s__","GCF_014849525.1","95.0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__FACHB-SPT15;s__FACHB-SPT15 sp014849525","79.23","0.4","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__FACHB-SPT15;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",69.74,11,0.888709120378418,"N/A"
