"fasta","gene_position","start_position","end_position","rank","kegg_id","kegg_hit","peptidase_id","peptidase_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW002.metabat.12",1,104,2590,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; Bacterial TniB protein [PF05621.13]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Torsin [PF06309.13]; AAA domain [PF13401.8]",NA,"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",68.29,11,0.709501094532071,"N/A"
"JW013.maxbin.001",5,4194,6761,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; Bacterial TniB protein [PF05621.13]; Torsin [PF06309.13]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.1]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","GCA_019247075.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp019247075","79.31","0.4","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.46, 0.25; GCA_019244395.1, s__Palsa-465 sp019244395, 95.0, 77.38, 0.25; GCA_019240115.1, s__Palsa-465 sp019240115, 95.0, 77.37, 0.23; GCA_019240015.1, s__Palsa-465 sp019240015, 95.0, 77.28, 0.23; GCA_019244745.1, s__Palsa-465 sp019244745, 95.0, 77.22, 0.23; GCA_019239375.1, s__Palsa-465 sp019239375, 95.0, 77.2, 0.19; GCA_017882465.1, s__Palsa-465 sp017882465, 95.0, 77.18, 0.2; GCA_017882405.1, s__Palsa-465 sp017882405, 95.0, 77.11, 0.2; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.11, 0.23; GCA_019239445.1, s__Palsa-465 sp019239445, 95.0, 76.9, 0.22; GCA_019241635.1, s__Palsa-465 sp019241635, 95.0, 76.88, 0.21; GCA_019240655.1, s__Palsa-465 sp019240655, 95.0, 76.87, 0.24; GCA_019240305.1, s__Palsa-465 sp019240305, 95.0, 76.8, 0.16; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 76.71, 0.19; GCA_017354065.1, s__Palsa-465 sp017354065, 95.0, 76.47, 0.13; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.33, 0.15; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 76.12, 0.11",65.79,11,0.968528954619397,"N/A"
"JW016.maxbin.004",5,3775,6387,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; Bacterial TniB protein [PF05621.13]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Torsin [PF06309.13]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.14]; AAA domain [PF13401.8]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.1]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","GCA_002413265.1","95.0","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__UBA5177 sp002413265","76.89","0.1","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",74.27,11,0.895598039165033,"N/A"
"JW016.maxbin.004",2,343,2970,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; Bacterial TniB protein [PF05621.13]; Torsin [PF06309.13]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.14]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","GCA_002413265.1","95.0","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__UBA5177 sp002413265","76.89","0.1","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__UBA5177;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",74.27,11,0.895598039165033,"N/A"
"JW016.metabat.15",6,5001,7346,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; Torsin [PF06309.13]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.14]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Bacterial TniB protein [PF05621.13]; AAA domain [PF13401.8]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; Type II/IV secretion system protein [PF00437.22]; DNA polymerase III, delta subunit [PF13177.8]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Nitrolancea;s__","GCF_000297255.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Nitrolancea;s__Nitrolancea hollandica","76.13","0.06","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Nitrolancea;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",55,11,0.847065864525937,"N/A"
"JW016.metabat.35",6,4209,6815,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; AAA domain [PF13401.8]; Type II/IV secretion system protein [PF00437.22]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017744365.1, s__Marmoricola sp017744365, 95.0, 80.13, 0.56; GCF_003725535.1, s__Marmoricola pocheonensis, 95.0, 80.05, 0.52; GCF_000426045.1, s__Marmoricola sp000426045, 95.0, 80.02, 0.52; GCF_900104965.1, s__Marmoricola scoriae, 95.0, 79.97, 0.51; GCF_001424755.1, s__Marmoricola sp001424755, 95.0, 79.96, 0.51; GCF_000720335.1, s__Marmoricola aequoreus, 95.0, 79.91, 0.5; GCF_003725775.1, s__Marmoricola solisilvae, 95.0, 79.86, 0.45; GCF_003752505.1, s__Marmoricola aurantiacus, 95.0, 79.83, 0.5; GCF_003674065.1, s__Marmoricola mangrovicus, 95.0, 79.59, 0.49; GCF_003725695.1, s__Marmoricola ginsengisoli, 95.0, 79.44, 0.48; GCF_014644415.1, s__Marmoricola endophyticus, 95.0, 79.18, 0.44; GCF_017872665.1, s__Marmoricola sp017872665, 95.0, 79.15, 0.44",39.75,11,0.855420118690865,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW016.metabat.5_sub",5,3976,6597,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; Sigma-54 interaction domain [PF00158.28]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Bacterial TniB protein [PF05621.13]; Torsin [PF06309.13]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.14]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.1]; AAA domain [PF13401.8]; Type II/IV secretion system protein [PF00437.22]",NA,"d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",68.59,11,0.773340402980918,"N/A"
"JW017.metabat.16",16,14984,17578,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Torsin [PF06309.13]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; DNA polymerase III, delta subunit [PF13177.8]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.14]; Sigma-54 interaction domain [PF00158.28]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.1]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JACDGP01;s__","GCA_013821605.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JACDGP01;s__JACDGP01 sp013821605","76.12","0.04","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JACDGP01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",80.32,11,0.84718876413839,"N/A"
"JW017.metabat.19",2,1482,4100,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Bacterial TniB protein [PF05621.13]; Clp amino terminal domain, pathogenicity island component [PF02861.22]; AAA domain [PF13401.8]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__;s__","GCA_002748415.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__GCA-002748415;s__GCA-002748415 sp002748415","76.67","0.12","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__GCA-002748415;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",36.34,11,0.713390922598975,"N/A"
"JW018.maxbin.004",16,17191,19854,"C","K03695","ATP-dependent Clp protease ATP-binding subunit ClpB",NA,NA,NA,"AAA domain (Cdc48 subfamily) [PF07724.16]; AAA lid domain [PF17871.3]; C-terminal, D2-small domain, of ClpB protein [PF10431.11]; AAA domain (dynein-related subfamily) [PF07728.16]; Sigma-54 interaction domain [PF00158.28]; ATPase family associated with various cellular activities (AAA) [PF00004.31]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.14]; Torsin [PF06309.13]; Magnesium chelatase, subunit ChlI [PF01078.23]",NA,"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__FACHB-SPT15;s__","GCF_014849525.1","95.0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__FACHB-SPT15;s__FACHB-SPT15 sp014849525","79.23","0.4","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__FACHB-SPT15;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",69.74,11,0.888709120378418,"N/A"
